,symboling,normalized-losses,make,fuel-type,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,city-L/100km,highway-L/100km,hp-binned,fuel-type-diesel,fuel-type-gas,aspiration-std,aspiration-turbo,convertible,hardtop,hatchback,sedan,wagon,price
133,2,104,saab,gas,four,sedan,fwd,front,99.1,0.8966842864007688,0.9236111111111112,0.9381270903010034,2847,dohc,four,121,mpfi,3.54,3.07,9.0,160,5500,19,26,14.947368421052632,10.923076923076923,medium,0,1,0,1,0,0,0,1,0,18620
134,2,83,subaru,gas,two,hatchback,fwd,front,93.7,0.7539644401729938,0.8805555555555555,0.8979933110367894,2050,ohcf,four,97,2bbl,3.62,2.36,9.0,69,4900,31,36,9.161290322580646,7.888888888888889,low,0,1,1,0,0,0,1,0,0,5118
135,2,83,subaru,gas,two,hatchback,fwd,front,93.7,0.758769822200865,0.8833333333333333,0.8979933110367894,2120,ohcf,four,108,2bbl,3.62,2.64,8.7,73,4400,26,31,10.923076923076923,9.161290322580646,low,0,1,1,0,0,0,1,0,0,7053
136,2,83,subaru,gas,two,hatchback,4wd,front,93.3,0.7558865929841423,0.8861111111111111,0.931438127090301,2240,ohcf,four,108,2bbl,3.62,2.64,8.7,73,4400,26,31,10.923076923076923,9.161290322580646,low,0,1,1,0,0,0,1,0,0,7603
137,0,102,subaru,gas,four,sedan,fwd,front,97.2,0.8265257087938491,0.9083333333333334,0.8779264214046824,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4800,32,37,8.875,7.675675675675675,low,0,1,1,0,0,0,0,1,0,7126
138,0,102,subaru,gas,four,sedan,fwd,front,97.2,0.8265257087938491,0.9083333333333334,0.8779264214046824,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4400,28,33,10.142857142857142,8.606060606060606,low,0,1,1,0,0,0,0,1,0,7775
139,0,102,subaru,gas,four,sedan,fwd,front,97.2,0.8265257087938491,0.9083333333333334,0.8779264214046824,2340,ohcf,four,108,mpfi,3.62,2.64,9.0,94,5200,26,32,10.923076923076923,8.875,low,0,1,1,0,0,0,0,1,0,9960
140,0,102,subaru,gas,four,sedan,4wd,front,97.0,0.8265257087938491,0.9083333333333334,0.9080267558528428,2385,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800,24,25,11.833333333333334,11.36,low,0,1,1,0,0,0,0,1,0,9233
141,0,102,subaru,gas,four,sedan,4wd,front,97.0,0.8265257087938491,0.9083333333333334,0.9080267558528428,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800,24,29,11.833333333333334,9.793103448275861,low,0,1,0,1,0,0,0,1,0,11259
142,0,89,subaru,gas,four,wagon,fwd,front,97.0,0.8337337818356559,0.9083333333333334,0.8862876254180603,2290,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800,28,32,10.142857142857142,8.875,low,0,1,1,0,0,0,0,0,1,7463
143,0,89,subaru,gas,four,wagon,fwd,front,97.0,0.8337337818356559,0.9083333333333334,0.8862876254180603,2455,ohcf,four,108,mpfi,3.62,2.64,9.0,94,5200,25,31,11.36,9.161290322580646,low,0,1,1,0,0,0,0,0,1,10198
144,0,85,subaru,gas,four,wagon,4wd,front,96.9,0.8342143200384431,0.9083333333333334,0.9180602006688964,2420,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800,23,29,12.347826086956522,9.793103448275861,low,0,1,1,0,0,0,0,0,1,8013
145,0,85,subaru,gas,four,wagon,4wd,front,96.9,0.8342143200384431,0.9083333333333334,0.9180602006688964,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800,23,23,12.347826086956522,12.347826086956522,low,0,1,0,1,0,0,0,0,1,11694
146,1,87,toyota,gas,two,hatchback,fwd,front,95.7,0.762614127823162,0.8833333333333333,0.911371237458194,1985,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800,35,39,8.114285714285714,7.282051282051282,low,0,1,1,0,0,0,1,0,0,5348
147,1,87,toyota,gas,two,hatchback,fwd,front,95.7,0.762614127823162,0.8833333333333333,0.911371237458194,2040,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800,31,38,9.161290322580646,7.473684210526316,low,0,1,1,0,0,0,1,0,0,6338
148,1,74,toyota,gas,four,hatchback,fwd,front,95.7,0.762614127823162,0.8833333333333333,0.911371237458194,2015,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800,31,38,9.161290322580646,7.473684210526316,low,0,1,1,0,0,0,1,0,0,6488
149,0,77,toyota,gas,four,wagon,fwd,front,95.7,0.8154733301297453,0.8833333333333333,0.988294314381271,2280,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800,31,37,9.161290322580646,7.675675675675675,low,0,1,1,0,0,0,0,0,1,6918
150,0,81,toyota,gas,four,wagon,4wd,front,95.7,0.8154733301297453,0.8833333333333333,0.988294314381271,2290,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800,27,32,10.518518518518519,8.875,low,0,1,1,0,0,0,0,0,1,7898
151,0,91,toyota,gas,four,wagon,4wd,front,95.7,0.8154733301297453,0.8833333333333333,0.988294314381271,3110,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800,27,32,10.518518518518519,8.875,low,0,1,1,0,0,0,0,0,1,8778
152,0,91,toyota,gas,four,sedan,fwd,front,95.7,0.7991350312349833,0.8944444444444445,0.8862876254180603,2081,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,30,37,9.466666666666667,7.675675675675675,low,0,1,1,0,0,0,0,1,0,6938
153,0,91,toyota,gas,four,hatchback,fwd,front,95.7,0.7991350312349833,0.8944444444444445,0.882943143812709,2109,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,30,37,9.466666666666667,7.675675675675675,low,0,1,1,0,0,0,1,0,0,7198
154,0,91,toyota,diesel,four,sedan,fwd,front,95.7,0.7991350312349833,0.8944444444444445,0.8862876254180603,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500,34,36,8.352941176470589,7.888888888888889,low,1,0,1,0,0,0,0,1,0,7898
155,0,91,toyota,diesel,four,hatchback,fwd,front,95.7,0.7991350312349833,0.8944444444444445,0.882943143812709,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500,38,47,7.473684210526316,6.042553191489362,low,1,0,1,0,0,0,1,0,0,7788
156,0,91,toyota,gas,four,sedan,fwd,front,95.7,0.7991350312349833,0.8944444444444445,0.8862876254180603,2094,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,38,47,7.473684210526316,6.042553191489362,low,0,1,1,0,0,0,0,1,0,7738
157,0,91,toyota,gas,four,hatchback,fwd,front,95.7,0.7991350312349833,0.8944444444444445,0.882943143812709,2122,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,28,34,10.142857142857142,8.352941176470589,low,0,1,1,0,0,0,1,0,0,8358
158,0,91,toyota,gas,four,sedan,fwd,front,95.7,0.7991350312349833,0.8944444444444445,0.882943143812709,2140,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,28,34,10.142857142857142,8.352941176470589,low,0,1,1,0,0,0,0,1,0,9258
159,1,168,toyota,gas,two,sedan,rwd,front,94.5,0.810667948101874,0.8888888888888888,0.8795986622073579,2169,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,29,34,9.793103448275861,8.352941176470589,low,0,1,1,0,0,0,0,1,0,8058
160,1,168,toyota,gas,two,hatchback,rwd,front,94.5,0.810667948101874,0.8888888888888888,0.8795986622073579,2204,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,29,34,9.793103448275861,8.352941176470589,low,0,1,1,0,0,0,1,0,0,8238
161,1,168,toyota,gas,two,sedan,rwd,front,94.5,0.810667948101874,0.8888888888888888,0.8795986622073579,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600,26,29,10.923076923076923,9.793103448275861,low,0,1,1,0,0,0,0,1,0,9298
162,1,168,toyota,gas,two,hatchback,rwd,front,94.5,0.810667948101874,0.8888888888888888,0.8795986622073579,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600,26,29,10.923076923076923,9.793103448275861,low,0,1,1,0,0,0,1,0,0,9538
163,2,134,toyota,gas,two,hardtop,rwd,front,98.4,0.8467083133109082,0.911111111111111,0.8695652173913044,2540,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,11.833333333333334,9.466666666666667,low,0,1,1,0,0,1,0,0,0,8449
164,2,134,toyota,gas,two,hardtop,rwd,front,98.4,0.8467083133109082,0.911111111111111,0.8695652173913044,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,11.833333333333334,9.466666666666667,low,0,1,1,0,0,1,0,0,0,9639
165,2,134,toyota,gas,two,hatchback,rwd,front,98.4,0.8467083133109082,0.911111111111111,0.8695652173913044,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,11.833333333333334,9.466666666666667,low,0,1,1,0,0,0,1,0,0,9989
166,2,134,toyota,gas,two,hardtop,rwd,front,98.4,0.8467083133109082,0.911111111111111,0.8695652173913044,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,11.833333333333334,9.466666666666667,low,0,1,1,0,0,1,0,0,0,11199
167,2,134,toyota,gas,two,hatchback,rwd,front,98.4,0.8467083133109082,0.911111111111111,0.8695652173913044,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,11.833333333333334,9.466666666666667,low,0,1,1,0,0,0,1,0,0,11549
168,2,134,toyota,gas,two,convertible,rwd,front,98.4,0.8467083133109082,0.911111111111111,0.8862876254180603,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,11.833333333333334,9.466666666666667,low,0,1,1,0,1,0,0,0,0,17669
169,-1,65,toyota,gas,four,sedan,fwd,front,102.4,0.8438250840941854,0.9236111111111112,0.9180602006688964,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,29,34,9.793103448275861,8.352941176470589,low,0,1,1,0,0,0,0,1,0,8948
170,-1,65,toyota,diesel,four,sedan,fwd,front,102.4,0.8438250840941854,0.9236111111111112,0.9180602006688964,2480,ohc,four,110,idi,3.27,3.35,22.5,73,4500,30,33,9.466666666666667,8.606060606060606,low,1,0,0,1,0,0,0,1,0,10698
171,-1,65,toyota,gas,four,hatchback,fwd,front,102.4,0.8438250840941854,0.9236111111111112,0.9013377926421405,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,27,32,10.518518518518519,8.875,low,0,1,1,0,0,0,1,0,0,9988
172,-1,65,toyota,gas,four,sedan,fwd,front,102.4,0.8438250840941854,0.9236111111111112,0.9180602006688964,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,27,32,10.518518518518519,8.875,low,0,1,1,0,0,0,0,1,0,10898
173,-1,65,toyota,gas,four,hatchback,fwd,front,102.4,0.8438250840941854,0.9236111111111112,0.9013377926421405,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,27,32,10.518518518518519,8.875,low,0,1,1,0,0,0,1,0,0,11248
174,3,197,toyota,gas,two,hatchback,rwd,front,102.9,0.8817876021143681,0.9402777777777778,0.8695652173913044,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200,20,24,14.2,11.833333333333334,medium,0,1,1,0,0,0,1,0,0,16558
175,3,197,toyota,gas,two,hatchback,rwd,front,102.9,0.8817876021143681,0.9402777777777778,0.8695652173913044,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200,19,24,14.947368421052632,11.833333333333334,medium,0,1,1,0,0,0,1,0,0,15998
176,-1,90,toyota,gas,four,sedan,rwd,front,104.5,0.9024507448342144,0.9236111111111112,0.9046822742474917,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156,5200,20,24,14.2,11.833333333333334,medium,0,1,1,0,0,0,0,1,0,15690
177,-1,122,toyota,gas,four,wagon,rwd,front,104.5,0.9024507448342144,0.9236111111111112,0.9046822742474917,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156,5200,19,24,14.947368421052632,11.833333333333334,medium,0,1,1,0,0,0,0,0,1,15750
178,2,122,volkswagen,diesel,two,sedan,fwd,front,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2261,ohc,four,97,idi,3.01,3.4,23.0,52,4800,37,46,7.675675675675675,6.173913043478261,low,1,0,1,0,0,0,0,1,0,7775
179,2,122,volkswagen,gas,two,sedan,fwd,front,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2209,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250,27,34,10.518518518518519,8.352941176470589,low,0,1,1,0,0,0,0,1,0,7975
180,2,94,volkswagen,diesel,four,sedan,fwd,front,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2264,ohc,four,97,idi,3.01,3.4,23.0,52,4800,37,46,7.675675675675675,6.173913043478261,low,1,0,1,0,0,0,0,1,0,7995
181,2,94,volkswagen,gas,four,sedan,fwd,front,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2212,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250,27,34,10.518518518518519,8.352941176470589,low,0,1,1,0,0,0,0,1,0,8195
182,2,94,volkswagen,gas,four,sedan,fwd,front,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2275,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250,27,34,10.518518518518519,8.352941176470589,low,0,1,1,0,0,0,0,1,0,8495
183,2,94,volkswagen,diesel,four,sedan,fwd,front,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2319,ohc,four,97,idi,3.01,3.4,23.0,68,4500,37,42,7.675675675675675,6.761904761904762,low,1,0,0,1,0,0,0,1,0,9495
184,2,94,volkswagen,gas,four,sedan,fwd,front,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2300,ohc,four,109,mpfi,3.19,3.4,10.0,100,5500,26,32,10.923076923076923,8.875,low,0,1,1,0,0,0,0,1,0,9995
185,3,122,volkswagen,gas,two,convertible,fwd,front,94.5,0.7654973570398848,0.8916666666666667,0.9297658862876255,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500,24,29,11.833333333333334,9.793103448275861,low,0,1,1,0,1,0,0,0,0,11595
186,3,256,volkswagen,gas,two,hatchback,fwd,front,94.5,0.7962518020182604,0.8888888888888888,0.8595317725752508,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500,24,29,11.833333333333334,9.793103448275861,low,0,1,1,0,0,0,1,0,0,9980
187,0,122,volkswagen,gas,four,sedan,fwd,front,100.4,0.865929841422393,0.9291666666666667,0.9214046822742475,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110,5500,19,24,14.947368421052632,11.833333333333334,low,0,1,1,0,0,0,0,1,0,13295
188,0,122,volkswagen,diesel,four,sedan,fwd,front,100.4,0.865929841422393,0.9291666666666667,0.9214046822742475,2579,ohc,four,97,idi,3.01,3.4,23.0,68,4500,33,38,8.606060606060606,7.473684210526316,low,1,0,0,1,0,0,0,1,0,13845
189,0,122,volkswagen,gas,four,wagon,fwd,front,100.4,0.8798654493032196,0.9291666666666667,0.9214046822742475,2563,ohc,four,109,mpfi,3.19,3.4,9.0,88,5500,25,31,11.36,9.161290322580646,low,0,1,1,0,0,0,0,0,1,12290
190,-2,103,volvo,gas,four,sedan,rwd,front,104.3,0.9072561268620856,0.9333333333333333,0.939799331103679,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,23,28,12.347826086956522,10.142857142857142,low,0,1,1,0,0,0,0,1,0,12940
191,-1,74,volvo,gas,four,wagon,rwd,front,104.3,0.9072561268620856,0.9333333333333333,0.9615384615384616,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,23,28,12.347826086956522,10.142857142857142,low,0,1,1,0,0,0,0,0,1,13415
192,-2,103,volvo,gas,four,sedan,rwd,front,104.3,0.9072561268620856,0.9333333333333333,0.939799331103679,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,24,28,11.833333333333334,10.142857142857142,low,0,1,1,0,0,0,0,1,0,15985
193,-1,74,volvo,gas,four,wagon,rwd,front,104.3,0.9072561268620856,0.9333333333333333,0.9615384615384616,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,24,28,11.833333333333334,10.142857142857142,low,0,1,1,0,0,0,0,0,1,16515
194,-2,103,volvo,gas,four,sedan,rwd,front,104.3,0.9072561268620856,0.9333333333333333,0.939799331103679,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100,17,22,16.705882352941178,12.909090909090908,medium,0,1,0,1,0,0,0,1,0,18420
195,-1,74,volvo,gas,four,wagon,rwd,front,104.3,0.9072561268620856,0.9333333333333333,0.9615384615384616,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100,17,22,16.705882352941178,12.909090909090908,medium,0,1,0,1,0,0,0,0,1,18950
196,-1,95,volvo,gas,four,sedan,rwd,front,109.1,0.9072561268620856,0.9569444444444445,0.9280936454849499,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,23,28,12.347826086956522,10.142857142857142,low,0,1,1,0,0,0,0,1,0,16845
197,-1,95,volvo,gas,four,sedan,rwd,front,109.1,0.9072561268620856,0.9555555555555555,0.9280936454849499,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160,5300,19,25,14.947368421052632,11.36,medium,0,1,0,1,0,0,0,1,0,19045
198,-1,95,volvo,gas,four,sedan,rwd,front,109.1,0.9072561268620856,0.9569444444444445,0.9280936454849499,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134,5500,18,23,15.777777777777779,12.347826086956522,medium,0,1,1,0,0,0,0,1,0,21485
199,-1,95,volvo,diesel,four,sedan,rwd,front,109.1,0.9072561268620856,0.9569444444444445,0.9280936454849499,3217,ohc,six,145,idi,3.01,3.4,23.0,106,4800,26,27,10.923076923076923,10.518518518518519,low,1,0,0,1,0,0,0,1,0,22470
200,-1,95,volvo,gas,four,sedan,rwd,front,109.1,0.9072561268620856,0.9569444444444445,0.9280936454849499,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,19,25,14.947368421052632,11.36,low,0,1,0,1,0,0,0,1,0,22625
